id,text,aspect_category_now,ac_polarity
2381,"lekin WARNING: is site kaa upyog krne vaale sbhii ghbraae, recommendations se ghbraae hue hai।",['anecdotes/miscellaneous'],['negative']
3630,"kshmaa krem, maim ise aur better rate nhiim kr sktaa।",['anecdotes/miscellaneous'],['neutral']
2070,"adhik mhtvpoorण, food shaandaar hai।",['food'],['positive']
2671,"achchhe roofdeck, kuchh 30 kaa achchhaa group hai, lekin kii music, quiet prkaar ke hai।",['ambience'],['conflict']
3571,"Food best se mediocre thaa, lekin yh horrible service thii jisne mujhe kbhii vaaps naa jaane kii vow dilvaayii।","['food', 'service']","['neutral', 'negative']"
2906,bjaay mujhe ek ice cold beer kaa  order diyaa jo mujhe indian ke saath kaam krne detaa hai।,['anecdotes/miscellaneous'],['neutral']
3048,"ve kbhii bhii hmaare lie complimentary noodles nhiim laae,  baar-baar sugar laane ke requests ko ignore kr diyaa aur hmaare dishes ko table pr rkh diyaa।",['service'],['negative']
1322,sbse achchhaa Chicken Tikka Masala.,['food'],['positive']
2089,"shaandaar dumplings amid clean, chic decor ke saath prosii gii।","['food', 'ambience']","['positive', 'positive']"
3697,"Corned beef aur pastrami unkii tulnaa mem shaandaar, bhut km fatty hai jo Times Square ke aaspaas ke bd़e tourist places pr milte haim।",['food'],['positive']
1328,"iske alaavaa, hostess ne aaj hmem thank khne ke lie call kiyaa aur mention kiyaa ki kaise usne hope kii ki merii girlfriend ne apne birthday ko enjoy kiyaa - unexpected, lekin vaastv mem above aur beyond krne ko bhut kuchh...",['service'],['positive']
321,is place kii tlaash mem aayaa kyomki maimne good things suniim।,['anecdotes/miscellaneous'],['neutral']
249,maim street pr rhtaa hoom yh place on hai।,['anecdotes/miscellaneous'],['neutral']
3220,yhm~ bhii nklii fish tanks kaa...,['ambience'],['negative']
2799,aur aap prices ko beat nhiim kr skte।,['price'],['positive']
497,NYC jaakr aisaa lgaa ki maim original deli ko aaज़maanaa chaahtaa thaa।,['anecdotes/miscellaneous'],['neutral']
2054,sbse phle Dal Bukhara kaa kmaal dekhiye।,['anecdotes/miscellaneous'],['positive']
189,"Soft bread mem sbkuchh, soggy salad, aur 50 minutes wait time, ek incredibly rude service ke saath aust se km food dene ke lie।","['food', 'service']","['negative', 'negative']"
365,"(Food ek busboy, naa ki waiter dvaaraa delivered kiyaa gyaa thaa) hmem pasta ke lie koii cheese offer nhiim kiyaa gyaa thaa, hmaare water and wine glasses khaalii rh ge hmaare meal, wine pr jb hmne 20$ khrch kiye।",['service'],['negative']
261,maim yhm~ defiantly vaaps aaoom~gaa jaisaa ki yh meraa top choices hai।,['anecdotes/miscellaneous'],['positive']
2366,hm mem se ek ko actually expresso psmd aayaa - bs itnaa hii hai।,['food'],['conflict']
2331,hr koii uske choices se kaaphii happy thaa।,['service'],['positive']
799,"Food bs thiik thaa, maim kbhii vaaps nhiim jaaoomgaa।","['Food', 'anecdotes/miscellaneous']","['neutral', 'negative']"
3392,maim thai popcorn ko recommend krtaa hoom~ :),['food'],['positive']
741,Tuna aur wasabe potatoes utkृsht haim।,['food'],['positive']
775,kevl disappointment thii coat check girls ko yh lgtaa nhiim thaa ki relatively non-busy night mem ek customer (coat check girls ke saath) kyaa kr rhaa hai।,['service'],['negative']
896,ummmm...beer cold thii।,['food'],['positive']
3253,"ek aisaa restaurant khojnaa achchhaa hai jhm owners ke paas kuchh imagination ho aur jise actually is case mem pulled it off, kiyaa gyaa ho।",['anecdotes/miscellaneous'],['positive']
3139,"jhm any Chinatown restaurants mem tanks ke murky waters mem apne sad-looking marine life kaa ek lurking myriad ko display kiyaa hai, Ping's ke tanks mem glass jaise clear healthy-looking creatures jinko abhii bhii nhiim ptaa hai ki ve kisii dim sum lover's ke brunch kaa part bn jaaem~ge।","['food', 'ambience']","['positive', 'positive']"
3650,"jb usne finally kr diyaa, vh gin and tonic nhiim bnaa skaa--tonic nhiim paa skaa।",['service'],['negative']
1188,"Food bdh़iyaa hai, service thiik hai।","['food', 'service']","['positive', 'neutral']"
1843,Establishment presentation aur style mem adhik point score krtaa hai।,['ambience'],['positive']
1873,maimne smoked salmon and roe appetizer kaa order diyaa aur yh flavor se door thaa।,['food'],['negative']
1600,"Fresh tomato sauce, fresh mozz cheese, basil aur dough jo ve imported flour ke saath bnaate haim, yh NY mem achchhe pizza's mem se ek hai।",['food'],['positive']
159,Food bhut appetizing aur delicious lg rhaa thaa jb tk yh fancy plates ke variety mem aayaa thaa।,['food'],['positive']
3305,mere paas garlic mash with Filet Mignon thaa।,['food'],['neutral']
209,Date ke lie shaandaar romantic place (paas baithne aur thoड़ii privacy ke lie corner booth table).,['ambience'],['positive']
3573,any people wait kr rhe haim!,['service'],['neutral']
1487,"Sauce on the pizza, garlic, aur fresh tomatoes ke saath sooo good lgtii hai aur ve skimp nhiim krte।",['food'],['positive']
109,"maimne kbhii bhii aisaa delicious lamb chop nhiim khaayaa, salads vaakii mem achchhii trh se lemon aur extra virgnin olive oil ke saath dressed kie ge the।",['food'],['positive']
2589,"Plain pizza soggy aur kmaal wild mushroom(third generation-Fornini) pizza, hmne truffle oil se middle ko (phir se soggy bnaakr) drenched krke khaayaa thaa aur kuchh nhiim।",['food'],['negative']
2355,Octopus khaane vaale Octopus salad se floored kie ge haim।,['food'],['positive']
2386,yhm~ dim sum servings hai mere upyog se thoड़aa bड़aa hai।,['food'],['neutral']
1007,ve trays of Dim Sum ko saath lekr nhiim chlte।,['ambience'],['positive']
1161,"shaandaar bar, sbse gorgeous bartenders jo aapne kbhii dekhaa hai (specifically se blond lady)।",['service'],['positive']
3405,mujhe really mem different aur innovated touch psmd thaa jo chef food ko dete haim।,['food'],['positive']
1000,"Food achchhaa hai, especially unke adhik basic dishes, aur drinks shaandaar hai।",['food'],['positive']
1429,Sauce watery thaa aur food mem jyaadaa flavor nhiim thaa।,['food'],['negative']
1855,mere husband aur maim Sangria ko enjoy krte haim।,['food'],['positive']
579,hm donom ne pasta dish kaa option chunaa aur use timely aur taaज़aa served kiyaa gyaa thaa।,"['service', 'food']","['positive', 'positive']"
779,"Reservations krem, lekin 15-20 minutes tk delay kii smbhaavnaa hai kyomki hosting staff ko reservation vaale guests ke seating mem problem ho rhii thii kyomki shaayd Time Square ke paas bhut se walk ins the।",['service'],['conflict']
1386,"Food ke dazzling flavors se plate bhr jaataa hai, schche praamaaणik Thai cuisine kii sumdrtaa ko gle lgaataa hai।",['food'],['positive']
1991,"Production symphony hai, bhut se fun ko anubhv krnaa hai। food adhiktr part ke lie sublime hai।","['food', 'anecdotes/miscellaneous']","['positive', 'positive']"
1671,ydi aapke paas koii reservation hai to aap max 5 minutes tk wait kremge - islie bar mem ek drink lem।,['service'],['positive']
2795,oopr ke intermediate range mem priced hai।,['price'],['negative']
529,Food shaandaar hai aur unke paas reasonable prices pr selecion of wines achchhaa hai।,"['food', 'price']","['positive', 'positive']"
991,"Location ke lie, prices bhut hii reasionable haim।",['price'],['positive']
1869,jb mujhe kisii show se jldii nhiim jaanaa hai to maim kuchh any menu items ko return aur try krnaa chaahoomgaa।,['food'],['positive']
82,"bhut romantic fires - maimne literally Lanterna mem ghmtom bitaae haim, vhm~ ke extensive wine se wine ko piite aur ambience ko enjoy kr rhaa hoom~।","['food', 'ambience']","['positive', 'positive']"
2693,maim meatballs aur caprese salad kii peshksh krtaa hoom aur meal ke lie beans on toast ek shaandaar start thaa!,['food'],['positive']
772,Reality mem (potential diners ko maximize krne ke lie) ve abhii bhii phone reservations kr rhe the aur lobby mem waiting logom ke lie tables ko reallocate kr rhe the।,['service'],['negative']
3676,"Wine hmeshaa achchhii hotii hai, tapas hmeshaa yummy hotii hai, khaaskr warm pita bread ke saath।",['food'],['positive']
2003,Dinner binaa kisii derii ke almost 4 hours lg ge।,['anecdotes/miscellaneous'],['negative']
1041,Restaurent mem people thoड़e obnoxious aur loud the।,['ambience'],['negative']
276,"hmem enthusiastic staff khaaskr manager Tony Gaskin dvaaraa attend kiyaa gyaa, jinhomne hmem menu selections ke lie shaandaar suggestions die।",['service'],['positive']
1879,"yh dinner time mem aur aksr noisy, crowded bar mem mdr jaane aur table ke lie waiting se bchaataa hai।",['anecdotes/miscellaneous'],['conflict']
1945,"ydi aap ek casual neighborhood bistro chaahte haim jismem bhut achchhaa food aur excellent service ho, to yhii vo place hai।","['food', 'service']","['positive', 'positive']"
859,"is dauraan, hmaarii bottle kh़tm krne ke baad bartender ne apne reserve se champagne daalnaa jaarii rkhaa aur hmne turnip soup with pureed basil kaa aanmd liyaa।","['food', 'service']","['positive', 'positive']"
3239,"kyomki hmaare paas reservation nhiim thaa, hm kevl back garden mem baith skte the, lekin yhm~ ek great, secluded aur perfect nice weather mem thaa।",['ambience'],['positive']
2808,"Signs, specials menus, Food aur yhm tk ​​ke sbhii waitstaff poorii trh se Japanese haim।","['food', 'service', 'ambience']","['positive', 'positive', 'positive']"
845,Dining room binaa kisii music kii chillaaht ke quietly elegant -- kitnaa refreshing hai।,['ambience'],['positive']
1327,Menu mem seafood lovers ke lie jyaadaa variety of dishes aur unhem taiyaar krne ke lie kii triike se bnte the।,['food'],['positive']
1779,Owner aur staff sbhii Japanese hone ke saath hii poore ambiance se juड़e hue haim।,['ambience'],['positive']
2141,"Crunchy tuna ko try krem, yh kmaal kaa hai।",['food'],['positive']
466,Bruscetta ek bhut bड़aa soggy hai lekin achchhe mix of greens (n ki iceberg) ke saath fresh salads aur sbhii dishes lgaataar serve kie jaa rhe the।,['food'],['conflict']
3193,"service thiik hai,lekin kuchh logom ko vh nhiim milaa what they asked for.",['service'],['conflict']
2766,"Food svaadisht hai - specials se regular menu-fare tk, dishes ne kbhii disappoint nhiim kiye haim।",['food'],['positive']
134,Food quickly aur efficiently taiyaar kiyaa gyaa hai।,['food'],['positive']
942,Prices wonderfully triike se km haim।,['price'],['positive']
53,"Bar food kii tulnaa mem saamaany se bhut adhik, apne hand-crafted beers ke sample lete hue menu ko enjoy krne ke lie vhm jaaem।",['food'],['positive']
487,Pickles ek shaandaar addition thaa।,['food'],['positive']
1191,Chef aur waitress kaa knowledge average se km hai।,"['service', 'food']","['negative', 'negative']"
612,Drink ke lie bhut great place hai kyomki unke paas 100 kinds of beer haim।,['food'],['positive']
1166,"maim is place pr poorii trh se hooked hoom, yh ridiculous hai।",['anecdotes/miscellaneous'],['positive']
1922,"jroort se km space grant kii gyii, largest restaurants mem milne vaalii yh best service hai।","['service', 'ambience']","['positive', 'negative']"
1830,"haalmki no-class Famous Ray's dvaaraa nikaale jaane ke baad bhii, Sal ne apne pitaa ke legacies ko smile ke saath khड़aa kiyaa, uske community ke lie true love, aur uske Outstanding Pizza ko n bhoolem! ",['food'],['positive']
1408,blki yh any kii tulnaa mem ek cramped aur busy restaurant hai aur yh early close ho jaataa hai।,['ambience'],['negative']
2521,"Environment romantic hai, lekin food horrible hai, service pathetic hai, aur gabriella sbke baare mem jhooth khtii hai।","['food', 'service', 'ambience']","['negative', 'negative', 'positive']"
1918,"hmne crawfish boiled khaayaa aur kisii mess ke baavjood, yh mjedaar aur quite tasty bhii thaa।",['food'],['positive']
141,yh dish merii favorite hai aur jb bhii maim vhm~ jaataa hoom~ yh mujhe always miltii hai aur kbhii isse tired nhiim hotaa hoom~।,['food'],['positive']
1785,"yh ek regular roll ko ek inside-out roll mem bdlne ke lie $2 extra cost lgtaa hai, lekin yh roll size mem triples se adhik hotaa hai, aur vh kevl rice ke lie nhiim hai।","['food', 'price']","['neutral', 'negative']"
406,"yh mere little mouth mem perfect consistency ke saath melt ho gyaa aur yh bhut fishy, creamy aur slightly buttery bhii nhiim thaa।",['food'],['positive']
1853,mere paas salmon dish thaa aur jbki yh paid kie ge price ke lie achchhaa thaa maimne ismem kuchh type ke flavor soche the।,['food'],['conflict']
2445,Bill binaa drinks ke 2 lunch ke lie lgbhg $25 kii rhii hai।,['price'],['neutral']
2363,Fish jyaadaa pkaa thaa।,['food'],['negative']
3234,hm prix fixe mem Monday ko jaate rhe haim aur Blue Ribbon mem food ke saath hmaaraa experience comparable rhaa hai।,['food'],['neutral']
2578,apnaa create krne ke lie 100 se adhik different choices.,['food'],['positive']
2193,lekin thai definitely great nhiim hai - bland aur indistinguished.,['food'],['negative']
2208,"khne kii aavshyktaa nhiim, maim kbhii vaaps nhiim jaa rhaa hoom aur aapko bhii wary honaa chaahie।",['anecdotes/miscellaneous'],['negative']
162,kuchh drinks aur appetizers lekr friend aur uskii girlfriend ke saath double date pr gyaa।,['anecdotes/miscellaneous'],['neutral']
3530,"yh aisaa hai jaise unhone bchaa huaa chicken liyaa, oil daalaa aur us pr pepper powder sprinkle kiyaa (sauce translucent aur laal thaa)।",['food'],['negative']
951,"kisii ne sochaa ki hmem apology yaa complimentary drinks milegaa - bjaay iske, hmem ek snobby waiter milaa jisne 15 mint tk hmaaraa order bhii nhiim liyaa aur jb hmne use aisaa krne ke lie khaa to usne hmem lip diyaa।",['service'],['negative']
1015,kuchh healthy drinks aur desserts ko saath lekr apne friends ke saath hang ke lie ek mst place hai।,"['food', 'ambience']","['positive', 'positive']"
52,"koii dress codes nhiim, koii attitudes nhiim, bhut jyaadaa comfort companionship hai, hmeshaa busy Midtown mem relax krne ke lie ek shaandaar place hai।",['ambience'],['positive']
256,"Okay-maim oily part ko mind nhiim krtaa (kyomki adhiktr yh usii trh se cooked hotaa hai), lekin yh kaaphii bland thaa।",['food'],['negative']
3499,jbki wines by the glass pryaapt nhiim।,['food'],['negative']
2586,mujhe lgtaa hai ki locals is place ko bhut high rate krte haim।,['anecdotes/miscellaneous'],['neutral']
656,yh unke lie must hai jo Shabu-Shabu ko love krte haim।,['food'],['positive']
1713,thod़aa crowded aur thod़aa overpriced hone ke alaavaa ek atmosphere energy se bhraa huaa (aur bilkul beautiful people) aur food surprising achchhaa kr rhaa thaa!,"['food', 'ambience', 'price']","['positive', 'conflict', 'negative']"
549,hm Valentines pr Ino ge।,['anecdotes/miscellaneous'],['neutral']
1120,"maimne tamarind duck aur merii wife ne noodles with ground beef kaa order diyaa, aur hm donom Thai flavors dishes ke bnne ke triike se bhut khush the।",['food'],['positive']
1670,"hm~, agr aapke paas reservations nhiim hai to wait krnaa pr sktaa hai।",['service'],['negative']
2053,"kul milaakr A oh ya, haalmki vhm~ waiting deff laayk hai।","['anecdotes/miscellaneous', 'service']","['positive', 'negative']"
3316,yh lava cake dessert kmaal kaa thaa aur maimne ise recommend kiyaa।,['food'],['positive']
1110,"aur Kruno kaa, beverage manager jo best bartender hai usse mujhe abhii milnaa hai।",['service'],['positive']
227,Mommy ke saath jaane vaalaa (person jo kevl mujhe yhm se le jaanaa afford kr sktaa thaa)।,['anecdotes/miscellaneous'],['neutral']
2978,"Friends ko place recommend kii hai, hmeshaa achchhaa response miltaa hai।",['anecdotes/miscellaneous'],['positive']
1531,ise better triike se handle kiyaa jaa sktaa thaa।,['anecdotes/miscellaneous'],['negative']
603,Service chauks thii aur uske menu items ke suggestions shii the।,['service'],['positive']
3244,"islie, maim vaastv mem kbhii bhii M proper nhiim gyaa, lekin maimne kuchh times delivered krke khaayaa hai।",['anecdotes/miscellaneous'],['neutral']
1478,"sbhii 5 ne avenue restaurants mem se, yh ek offers ab tk values for your money ke lie best rhaa hai।",['price'],['positive']
1554,"ek narrow corridor chhote space ko lead krtaa hai jhm tiin chhote sफ़ed tiled counters, mess kii ek great deal (bottles kii stacks, cans) aur 12-14 entrees vaalii ek small counter ko drshaatii hai।",['ambience'],['negative']
1928,hm bhut hii pleasantly surprised hue।,['anecdotes/miscellaneous'],['positive']
2377,"Food just bhyaank thaa, vaastv mem ATROCIOUS।",['food'],['negative']
338,"Soy sauce aur water, soup for the udon the।",['food'],['negative']
1630,"Anti-pasta excellent thaa, especially calamari, jaisaa ki filling pasta mains the। ",['food'],['positive']
3102,Drinks amazing hai aur 8pm tk aadhaa khtm ho gyaa।,"['food', 'price']","['positive', 'positive']"
984,maim nha trang vaastv mem beef cubes ke lie sau baar aa chukaa hoom~- ve itne achchhe hai।,['food'],['positive']
1969,"Service, wine selection, ambiance sb kmaal kaa hai aur recognition deserve krtaa hai।","['food', 'service', 'ambience']","['positive', 'positive', 'positive']"
1104,mere paas brunch ke lie eggs benedict thaa jo mere poore life mem sbse worst thaa maimne hollondaise sauce ko poorii trh se htaane kii koshish kiyaa jo itnaa fail huaa thaa।,['food'],['negative']
2563,"maim near-by mem work krtaa hoom~, aur unke neighborhood mem sbse achchhaa oatmeal miltaa hai- packaged aur quick-cooked item kaa nhiim।",['food'],['positive']
2417,"mujhe khnaa pd़egaa, yh Bengali Fast Food joint spsht roop se meraa psmdiidaa hai।",['anecdotes/miscellaneous'],['positive']
2084,"Dim sum thiik hai lekin vh fresh taste nhiim hai, aur little dishes bhaap se grm nhiim dikhte haim kyomki unhem (yhm Chinese kii lack bhii not krnii chaahie)।",['food'],['negative']
1820,"Prima facie se is place ko judge n krem, aapko believe krne ke lie try krnaa hogaa, literate heart ke lie home ke baahr home hai।",['anecdotes/miscellaneous'],['positive']
38,"vh man jo party ko host kr rhaa thaa, 7 mem se 1 table hmaare party ke lie save krne kaa promise kiyaa thaa, phir usii table pr 2 ke party ko sat krke vh save (ke dauraan donom pooraa khul jaate the) krne lgaa।",['service'],['negative']
2607,grm muggy ke din sangria bhut svaadisht aur achchhaa thaa।,['food'],['positive']
3217,"Quite frankly, yh kuchh sbse khraab sushi hai jo maimne kbhii try kiyaa hai।",['food'],['negative']
1973,"kul milaakr price tag bhut bhut expensive thaa, jo maimne expect kiyaa thaa।",['price'],['negative']
2479,hmne Bread Bar mem January restaurant week mem dauraa kiyaa aur menu selections v service se bhut khush the।,"['food', 'service']","['positive', 'positive']"
1374,maim is mem restaurant do baar jaa chukaa hoom~।,['anecdotes/miscellaneous'],['neutral']
2222,vhm~ gyaa aur vibhinn seafood dishes ke combination aur appetizers ko rkhaa।,['food'],['neutral']
2786,yh place casual date yaa kuchh certain clients ke lunch ke lie uttm hai।,['anecdotes/miscellaneous'],['positive']
773,hmem sbhii ko ek apology praapt huaa kyomki hmne apne' show ko without dinner dekhnaa chhod़ diyaa thaa।,['service'],['negative']
368,mere bgl ke table ne khaa ki jb yh grapes ko khud  finally aae hue  bottle of wine ke lmbe overdue se crushed krtaa hai।,['service'],['negative']
366,hm apne waiter's eye se pkd़ nhiim paae aur usne hmem ignore kr diyaa।,['service'],['negative']
1270,saadaa aur srl yh bad thai food hai।,['food'],['negative']
3664,vaakii skip krne vaalaa restaurant nhiim!,['anecdotes/miscellaneous'],['positive']
9,"Waitress, actually mem waitressing krne kii tulnaa mem good dikhne ke lie more concerned lgtii hai।",['service'],['negative']
1933,mere fiance's kaa 30vem surprise birthday dinner yhm~ khushnumaa nhiim ho skaa।,['anecdotes/miscellaneous'],['positive']
2512,"achchhaa music, bढ़iyaa food, speedy service sstii prices.","['food', 'service', 'ambience', 'price']","['positive', 'positive', 'positive', 'positive']"
1749,"thoड़aa saa wait, lekin merii expectation se km thaa।",['anecdotes/miscellaneous'],['conflict']
3441,Lobster sandwich $24 kaa hai aur haalmki yh achchhaa thaa lekin yh uske price ke anusaar warrant nhiim thaa।,"['price', 'food']","['negative', 'conflict']"
3260,ho sktaa hai ki owner ke chehre pr always smile ho aur aapko warmly greet kregaa।,['service'],['positive']
76,maimne sirph mocaramel's kii review pdh़ii aur jvaab dene ke lie compelled feel kiyaa।,['anecdotes/miscellaneous'],['neutral']
2315,"bड़aa place nhiim, lekin cute aur cozy hai।",['ambience'],['conflict']
344,People ke crowds se moorkh mt bno।,['anecdotes/miscellaneous'],['negative']
2299,"aap sbhii lazy folks ke lie jo Alphabet City mem nhiim aanaa chaahte haim, maim  khoom~gaa, good - baahr rhem।",['anecdotes/miscellaneous'],['neutral']
2128,ise sushi aur service ke shaandaar value ke lie atydhik recommend kiyaa gyaa।,"['food', 'service', 'price']","['positive', 'positive', 'positive']"
2835,yh place ek group dvaaraa served kie jaane se itnaa better hogaa ki vaastv mem customer service ko smjhaa jaa skegaa।,['service'],['negative']
1672,Food kmaal hai - pkkaa striped bass aaज़maayaa hai।,['food'],['positive']
2494,Tuk Tuk pड़os mem meraa psmdiidaa doosraa Thai place hai।,['anecdotes/miscellaneous'],['positive']
1567,is place pr bhut fun hai।,['anecdotes/miscellaneous'],['positive']
2806,"ek Japanese native ke roop mem, maim 8 years se Tristate area mem rhtaa hoom, lekin maim aaj is place pr bhut amazed thaa।",['anecdotes/miscellaneous'],['positive']
3142,"aapko yh idea lgaane ke lie ki hmne ise kitnaa achchhaa smjhaa thaa, hmne Ping ke three weekends ko ek row mem end up kiyaa !!!",['anecdotes/miscellaneous'],['positive']
