id,text,aspect_category_now,ac_polarity
2651,"हम dinner के लिए एक impressive past से impress होने की expection रखे थे - लेकिन, यह बस PAST है!",['anecdotes/miscellaneous'],['negative']
2848,"Menu Prix Fixe है, इसलिए कम से कम $60 per person spent करने के लिए तैयार रहें, लेकिन यह superb food के लिए Well worth है।","['price', 'food']","['negative', 'positive']"
3417,"जबकि नए restaurant में अभी भी उसी features के साथ classical furniture हैं जो Tiffin को इतना attractive बनाते हैं, menu को overhauled बनाया गया है।","['anecdotes/miscellaneous', 'ambience', 'food']","['neutral', 'positive', 'negative']"
2532,आपका money easily कहीं और better spent किया जा सकता है (कहीं भी)।,['anecdotes/miscellaneous'],['negative']
1953,अपनी appetites को बढ़ाओ।,['anecdotes/miscellaneous'],['neutral']
597,"Seriously, यह place ass को kick करता है।",['anecdotes/miscellaneous'],['positive']
594,"Food decent और अच्छा है, और ambience, अच्छी तरह से, opinion की बात है, कुछ इसे एक sweet thing मान सकते हैं, मैंने सोचा कि यह सिर्फ annoying था।","['food', 'ambience']","['neutral', 'conflict']"
2871,"Leon एक East Village gem : casual लेकिन hip है, अच्छी तरह से तैयार basic French bistro fare, अच्छे specials, एक warm और lively atmosphere के साथ है।","['food', 'ambience']","['positive', 'positive']"
1935,"Shockingly यहां एक group dinner देना आसान है: simple contract, केवल हम सभी 20 के group के लिए 2nd fl mezz की date hold करने के लिए deposit करें।",['anecdotes/miscellaneous'],['positive']
1665,Drinks के priced का बढ़ना।,['price'],['negative']
2432,Place के नीचे मुख्य downside में nazi जैसा दिखने वाला guy है जो लगातार noise level के बारे में complain करता है।,['service'],['negative']
2230,जो मुझे पसंद नहीं था वो food कैसे order कर दिया गया था।,['food'],['negative']
2381,"लेकिन WARNING: इस site का उपयोग करने वाले सभी घबराए, recommendations से घबराए हुए है।",['anecdotes/miscellaneous'],['negative']
3630,"क्षमा करें, मैं इसे और better rate नहीं कर सकता।",['anecdotes/miscellaneous'],['neutral']
2070,"अधिक महत्वपूर्ण, food शानदार है।",['food'],['positive']
2671,"अच्छे roofdeck, कुछ 30 का अच्छा group है, लेकिन कई music, quiet प्रकार के है।",['ambience'],['conflict']
3571,"Food best से mediocre था, लेकिन यह horrible service थी जिसने मुझे कभी वापस ना जाने की vow दिलवायी।","['food', 'service']","['neutral', 'negative']"
2906,बजाय मुझे एक ice cold beer का  order दिया जो मुझे indian के साथ काम करने देता है।,['anecdotes/miscellaneous'],['neutral']
3048,"वे कभी भी हमारे लिए complimentary noodles नहीं लाए,  बार-बार sugar लाने के requests को ignore कर दिया और हमारे dishes को table पर रख दिया।",['service'],['negative']
1322,सबसे अच्छा Chicken Tikka Masala.,['food'],['positive']
2089,"शानदार dumplings amid clean, chic decor के साथ परोसी गई।","['food', 'ambience']","['positive', 'positive']"
3697,"Corned beef और pastrami उनकी तुलना में शानदार, बहुत कम fatty है जो Times Square के आसपास के बड़े tourist places पर मिलते हैं।",['food'],['positive']
1328,"इसके अलावा, hostess ने आज हमें thank कहने के लिए call किया और mention किया कि कैसे उसने hope की कि मेरी girlfriend ने अपने birthday को enjoy किया - unexpected, लेकिन वास्तव में above और beyond करने को बहुत कुछ...",['service'],['positive']
321,इस place की तलाश में आया क्योंकि मैंने good things सुनीं।,['anecdotes/miscellaneous'],['neutral']
249,मैं street पर रहता हूं यह place on है।,['anecdotes/miscellaneous'],['neutral']
3220,यहाँ भी नकली fish tanks का...,['ambience'],['negative']
2799,और आप prices को beat नहीं कर सकते।,['price'],['positive']
497,NYC जाकर ऐसा लगा कि मैं original deli को आज़माना चाहता था।,['anecdotes/miscellaneous'],['neutral']
2054,सबसे पहले Dal Bukhara का कमाल देखिये।,['anecdotes/miscellaneous'],['positive']
189,"Soft bread में सबकुछ, soggy salad, और 50 minutes wait time, एक incredibly rude service के साथ औसत से कम food देने के लिए।","['food', 'service']","['negative', 'negative']"
365,"(Food एक busboy, ना कि waiter द्वारा delivered किया गया था) हमें pasta के लिए कोई cheese offer नहीं किया गया था, हमारे water and wine glasses खाली रह गए हमारे meal, wine पर जब हमने 20$ खर्च किये।",['service'],['negative']
261,मैं यहाँ defiantly वापस आऊँगा जैसा कि यह मेरा top choices है।,['anecdotes/miscellaneous'],['positive']
2366,हम में से एक को actually expresso पसंद आया - बस इतना ही है।,['food'],['conflict']
2331,हर कोई उसके choices से काफी happy था।,['service'],['positive']
799,"Food बस ठीक था, मैं कभी वापस नहीं जाऊंगा।","['Food', 'anecdotes/miscellaneous']","['neutral', 'negative']"
3392,मैं thai popcorn को recommend करता हूँ :),['food'],['positive']
741,Tuna और wasabe potatoes उत्कृष्ट हैं।,['food'],['positive']
775,केवल disappointment थी coat check girls को यह लगता नहीं था कि relatively non-busy night में एक customer (coat check girls के साथ) क्या कर रहा है।,['service'],['negative']
896,उम्म्म्म...beer cold थी।,['food'],['positive']
3253,"एक ऐसा restaurant खोजना अच्छा है जहां owners के पास कुछ imagination हो और जिसे actually इस case में pulled it off, किया गया हो।",['anecdotes/miscellaneous'],['positive']
3139,"जहां अन्य Chinatown restaurants में tanks के murky waters में अपने sad-looking marine life का एक lurking myriad को display किया है, Ping's के tanks में glass जैसे clear healthy-looking creatures जिनको अभी भी नहीं पता है कि वे किसी dim sum lover's के brunch का part बन जाएँगे।","['food', 'ambience']","['positive', 'positive']"
3650,"जब उसने finally कर दिया, वह gin and tonic नहीं बना सका--tonic नहीं पा सका।",['service'],['negative']
1188,"Food बढ़िया है, service ठीक है।","['food', 'service']","['positive', 'neutral']"
1843,Establishment presentation और style में अधिक point score करता है।,['ambience'],['positive']
1873,मैंने smoked salmon and roe appetizer का order दिया और यह flavor से दूर था।,['food'],['negative']
1600,"Fresh tomato sauce, fresh mozz cheese, basil और dough जो वे imported flour के साथ बनाते हैं, यह NY में अच्छे pizza's में से एक है।",['food'],['positive']
159,Food बहुत appetizing और delicious लग रहा था जब तक यह fancy plates के variety में आया था।,['food'],['positive']
3305,मेरे पास garlic mash with Filet Mignon था।,['food'],['neutral']
209,Date के लिए शानदार romantic place (पास बैठने और थोड़ी privacy के लिए corner booth table).,['ambience'],['positive']
3573,अन्य people wait कर रहे हैं!,['service'],['neutral']
1487,"Sauce on the pizza, garlic, और fresh tomatoes के साथ sooo good लगती है और वे skimp नहीं करते।",['food'],['positive']
109,"मैंने कभी भी ऐसा delicious lamb chop नहीं खाया, salads वाकई में अच्छी तरह से lemon और extra virgnin olive oil के साथ dressed किए गए थे।",['food'],['positive']
2589,"Plain pizza soggy और कमाल wild mushroom(third generation-Fornini) pizza, हमने truffle oil से middle को (फिर से soggy बनाकर) drenched करके खाया था और कुछ नहीं।",['food'],['negative']
2355,Octopus खाने वाले Octopus salad से floored किए गए हैं।,['food'],['positive']
2386,यहाँ dim sum servings है मेरे उपयोग से थोड़ा बड़ा है।,['food'],['neutral']
1007,वे trays of Dim Sum को साथ लेकर नहीं चलते।,['ambience'],['positive']
1161,"शानदार bar, सबसे gorgeous bartenders जो आपने कभी देखा है (specifically से blond lady)।",['service'],['positive']
3405,मुझे really में different और innovated touch पसंद था जो chef food को देते हैं।,['food'],['positive']
1000,"Food अच्छा है, especially उनके अधिक basic dishes, और drinks शानदार है।",['food'],['positive']
1429,Sauce watery था और food में ज्यादा flavor नहीं था।,['food'],['negative']
1855,मेरे husband और मैं Sangria को enjoy करते हैं।,['food'],['positive']
579,हम दोनों ने pasta dish का option चुना और उसे timely और ताज़ा served किया गया था।,"['service', 'food']","['positive', 'positive']"
779,"Reservations करें, लेकिन 15-20 minutes तक delay की संभावना है क्योंकि hosting staff को reservation वाले guests के seating में problem हो रही थी क्योंकि शायद Time Square के पास बहुत से walk ins थे।",['service'],['conflict']
1386,"Food के dazzling flavors से plate भर जाता है, सच्चे प्रामाणिक Thai cuisine की सुंदरता को गले लगाता है।",['food'],['positive']
1991,"Production symphony है, बहुत से fun को अनुभव करना है। food अधिकतर part के लिए sublime है।","['food', 'anecdotes/miscellaneous']","['positive', 'positive']"
1671,यदि आपके पास कोई reservation है तो आप max 5 minutes तक wait करेंगे - इसलिए bar में एक drink लें।,['service'],['positive']
2795,ऊपर के intermediate range में priced है।,['price'],['negative']
529,Food शानदार है और उनके पास reasonable prices पर selecion of wines अच्छा है।,"['food', 'price']","['positive', 'positive']"
991,"Location के लिए, prices बहुत ही reasionable हैं।",['price'],['positive']
1869,जब मुझे किसी show से जल्दी नहीं जाना है तो मैं कुछ अन्य menu items को return और try करना चाहूंगा।,['food'],['positive']
82,"बहुत romantic fires - मैंने literally Lanterna में घंटों बिताए हैं, वहाँ के extensive wine से wine को पीते और ambience को enjoy कर रहा हूँ।","['food', 'ambience']","['positive', 'positive']"
2693,मैं meatballs और caprese salad की पेशकश करता हूं और meal के लिए beans on toast एक शानदार start था!,['food'],['positive']
772,Reality में (potential diners को maximize करने के लिए) वे अभी भी phone reservations कर रहे थे और lobby में waiting लोगों के लिए tables को reallocate कर रहे थे।,['service'],['negative']
3676,"Wine हमेशा अच्छी होती है, tapas हमेशा yummy होती है, खासकर warm pita bread के साथ।",['food'],['positive']
2003,Dinner बिना किसी देरी के almost 4 hours लग गए।,['anecdotes/miscellaneous'],['negative']
1041,Restaurent में people थोड़े obnoxious और loud थे।,['ambience'],['negative']
276,"हमें enthusiastic staff खासकर manager Tony Gaskin द्वारा attend किया गया, जिन्होंने हमें menu selections के लिए शानदार suggestions दिए।",['service'],['positive']
1879,"यह dinner time में और अक्सर noisy, crowded bar में अंदर जाने और table के लिए waiting से बचाता है।",['anecdotes/miscellaneous'],['conflict']
1945,"यदि आप एक casual neighborhood bistro चाहते हैं जिसमें बहुत अच्छा food और excellent service हो, तो यही वो place है।","['food', 'service']","['positive', 'positive']"
859,"इस दौरान, हमारी bottle ख़त्म करने के बाद bartender ने अपने reserve से champagne डालना जारी रखा और हमने turnip soup with pureed basil का आनंद लिया।","['food', 'service']","['positive', 'positive']"
3239,"क्योंकि हमारे पास reservation नहीं था, हम केवल back garden में बैठ सकते थे, लेकिन यहाँ एक great, secluded और perfect nice weather में था।",['ambience'],['positive']
2808,"Signs, specials menus, Food और यहां तक ​​के सभी waitstaff पूरी तरह से Japanese हैं।","['food', 'service', 'ambience']","['positive', 'positive', 'positive']"
845,Dining room बिना किसी music की चिल्लाहट के quietly elegant -- कितना refreshing है।,['ambience'],['positive']
1327,Menu में seafood lovers के लिए ज्यादा variety of dishes और उन्हें तैयार करने के लिए कई तरीके से बनते थे।,['food'],['positive']
1779,Owner और staff सभी Japanese होने के साथ ही पूरे ambiance से जुड़े हुए हैं।,['ambience'],['positive']
2141,"Crunchy tuna को try करें, यह कमाल का है।",['food'],['positive']
466,Bruscetta एक बहुत बड़ा soggy है लेकिन अच्छे mix of greens (न कि iceberg) के साथ fresh salads और सभी dishes लगातार serve किए जा रहे थे।,['food'],['conflict']
3193,"service ठीक है,लेकिन कुछ लोगों को वह नहीं मिला what they asked for.",['service'],['conflict']
2766,"Food स्वादिष्ट है - specials से regular menu-fare तक, dishes ने कभी disappoint नहीं किये हैं।",['food'],['positive']
134,Food quickly और efficiently तैयार किया गया है।,['food'],['positive']
942,Prices wonderfully तरीके से कम हैं।,['price'],['positive']
53,"Bar food की तुलना में सामान्य से बहुत अधिक, अपने hand-crafted beers के sample लेते हुए menu को enjoy करने के लिए वहां जाएं।",['food'],['positive']
487,Pickles एक शानदार addition था।,['food'],['positive']
1191,Chef और waitress का knowledge average से कम है।,"['service', 'food']","['negative', 'negative']"
612,Drink के लिए बहुत great place है क्योंकि उनके पास 100 kinds of beer हैं।,['food'],['positive']
1166,"मैं इस place पर पूरी तरह से hooked हूं, यह ridiculous है।",['anecdotes/miscellaneous'],['positive']
1922,"जरूरत से कम space grant की गयी, largest restaurants में मिलने वाली यह best service है।","['service', 'ambience']","['positive', 'negative']"
1830,"हालांकि no-class Famous Ray's द्वारा निकाले जाने के बाद भी, Sal ने अपने पिता के legacies को smile के साथ खड़ा किया, उसके community के लिए true love, और उसके Outstanding Pizza को न भूलें! ",['food'],['positive']
1408,बल्कि यह अन्य की तुलना में एक cramped और busy restaurant है और यह early close हो जाता है।,['ambience'],['negative']
2521,"Environment romantic है, लेकिन food horrible है, service pathetic है, और gabriella सबके बारे में झूठ कहती है।","['food', 'service', 'ambience']","['negative', 'negative', 'positive']"
1918,"हमने crawfish boiled खाया और किसी mess के बावजूद, यह मजेदार और quite tasty भी था।",['food'],['positive']
141,यह dish मेरी favorite है और जब भी मैं वहाँ जाता हूँ यह मुझे always मिलती है और कभी इससे tired नहीं होता हूँ।,['food'],['positive']
1785,"यह एक regular roll को एक inside-out roll में बदलने के लिए $2 extra cost लगता है, लेकिन यह roll size में triples से अधिक होता है, और वह केवल rice के लिए नहीं है।","['food', 'price']","['neutral', 'negative']"
406,"यह मेरे little mouth में perfect consistency के साथ melt हो गया और यह बहुत fishy, creamy और slightly buttery भी नहीं था।",['food'],['positive']
1853,मेरे पास salmon dish था और जबकि यह paid किए गए price के लिए अच्छा था मैंने इसमें कुछ type के flavor सोचे थे।,['food'],['conflict']
2445,Bill बिना drinks के 2 lunch के लिए लगभग $25 की रही है।,['price'],['neutral']
2363,Fish ज्यादा पका था।,['food'],['negative']
3234,हम prix fixe में Monday को जाते रहे हैं और Blue Ribbon में food के साथ हमारा experience comparable रहा है।,['food'],['neutral']
2578,अपना create करने के लिए 100 से अधिक different choices.,['food'],['positive']
2193,लेकिन thai definitely great नहीं है - bland और indistinguished.,['food'],['negative']
2208,"कहने की आवश्यकता नहीं, मैं कभी वापस नहीं जा रहा हूं और आपको भी wary होना चाहिए।",['anecdotes/miscellaneous'],['negative']
162,कुछ drinks और appetizers लेकर friend और उसकी girlfriend के साथ double date पर गया।,['anecdotes/miscellaneous'],['neutral']
3530,"यह ऐसा है जैसे उन्होने बचा हुआ chicken लिया, oil डाला और उस पर pepper powder sprinkle किया (sauce translucent और लाल था)।",['food'],['negative']
951,"किसी ने सोचा कि हमें apology या complimentary drinks मिलेगा - बजाय इसके, हमें एक snobby waiter मिला जिसने 15 मिनट तक हमारा order भी नहीं लिया और जब हमने उसे ऐसा करने के लिए कहा तो उसने हमें lip दिया।",['service'],['negative']
1015,कुछ healthy drinks और desserts को साथ लेकर अपने friends के साथ hang के लिए एक मस्त place है।,"['food', 'ambience']","['positive', 'positive']"
52,"कोई dress codes नहीं, कोई attitudes नहीं, बहुत ज्यादा comfort companionship है, हमेशा busy Midtown में relax करने के लिए एक शानदार place है।",['ambience'],['positive']
256,"Okay-मैं oily part को mind नहीं करता (क्योंकि अधिकतर यह उसी तरह से cooked होता है), लेकिन यह काफी bland था।",['food'],['negative']
3499,जबकि wines by the glass पर्याप्त नहीं।,['food'],['negative']
2586,मुझे लगता है कि locals इस place को बहुत high rate करते हैं।,['anecdotes/miscellaneous'],['neutral']
656,यह उनके लिए must है जो Shabu-Shabu को love करते हैं।,['food'],['positive']
1713,थोड़ा crowded और थोड़ा overpriced होने के अलावा एक atmosphere energy से भरा हुआ (और बिलकुल beautiful people) और food surprising अच्छा कर रहा था!,"['food', 'ambience', 'price']","['positive', 'conflict', 'negative']"
549,हम Valentines पर Ino गए।,['anecdotes/miscellaneous'],['neutral']
1120,"मैंने tamarind duck और मेरी wife ने noodles with ground beef का order दिया, और हम दोनों Thai flavors dishes के बनने के तरीके से बहुत खुश थे।",['food'],['positive']
1670,"हाँ, अगर आपके पास reservations नहीं है तो wait करना पर सकता है।",['service'],['negative']
2053,"कुल मिलाकर A oh ya, हालांकि वहाँ waiting deff लायक है।","['anecdotes/miscellaneous', 'service']","['positive', 'negative']"
3316,यह lava cake dessert कमाल का था और मैंने इसे recommend किया।,['food'],['positive']
1110,"और Kruno का, beverage manager जो best bartender है उससे मुझे अभी मिलना है।",['service'],['positive']
227,Mommy के साथ जाने वाला (person जो केवल मुझे यहां से ले जाना afford कर सकता था)।,['anecdotes/miscellaneous'],['neutral']
2978,"Friends को place recommend की है, हमेशा अच्छा response मिलता है।",['anecdotes/miscellaneous'],['positive']
1531,इसे better तरीके से handle किया जा सकता था।,['anecdotes/miscellaneous'],['negative']
603,Service चौकस थी और उसके menu items के suggestions सही थे।,['service'],['positive']
3244,"इसलिए, मैं वास्तव में कभी भी M proper नहीं गया, लेकिन मैंने कुछ times delivered करके खाया है।",['anecdotes/miscellaneous'],['neutral']
1478,"सभी 5 नए avenue restaurants में से, यह एक offers अब तक values for your money के लिए best रहा है।",['price'],['positive']
1554,"एक narrow corridor छोटे space को lead करता है जहां तीन छोटे सफ़ेद tiled counters, mess की एक great deal (bottles की stacks, cans) और 12-14 entrees वाली एक small counter को दर्शाती है।",['ambience'],['negative']
1928,हम बहुत ही pleasantly surprised हुए।,['anecdotes/miscellaneous'],['positive']
2377,"Food just भयानक था, वास्तव में ATROCIOUS।",['food'],['negative']
338,"Soy sauce और water, soup for the udon थे।",['food'],['negative']
1630,"Anti-pasta excellent था, especially calamari, जैसा कि filling pasta mains थे। ",['food'],['positive']
3102,Drinks amazing है और 8pm तक आधा खत्म हो गया।,"['food', 'price']","['positive', 'positive']"
984,मैं nha trang वास्तव में beef cubes के लिए सौ बार आ चुका हूँ- वे इतने अच्छे है।,['food'],['positive']
1969,"Service, wine selection, ambiance सब कमाल का है और recognition deserve करता है।","['food', 'service', 'ambience']","['positive', 'positive', 'positive']"
1104,मेरे पास brunch के लिए eggs benedict था जो मेरे पूरे life में सबसे worst था मैंने hollondaise sauce को पूरी तरह से हटाने की कोशिश किया जो इतना fail हुआ था।,['food'],['negative']
2563,"मैं near-by में work करता हूँ, और उनके neighborhood में सबसे अच्छा oatmeal मिलता है- packaged और quick-cooked item का नहीं।",['food'],['positive']
2417,"मुझे कहना पड़ेगा, यह Bengali Fast Food joint स्पष्ट रूप से मेरा पसंदीदा है।",['anecdotes/miscellaneous'],['positive']
2084,"Dim sum ठीक है लेकिन वह fresh taste नहीं है, और little dishes भाप से गर्म नहीं दिखते हैं क्योंकि उन्हें (यहां Chinese की lack भी नोट करनी चाहिए)।",['food'],['negative']
1820,"Prima facie से इस place को judge न करें, आपको believe करने के लिए try करना होगा, literate heart के लिए home के बाहर home है।",['anecdotes/miscellaneous'],['positive']
38,"वह man जो party को host कर रहा था, 7 में से 1 table हमारे party के लिए save करने का promise किया था, फिर उसी table पर 2 के party को sat करके वह save (के दौरान दोनों पूरा खुल जाते थे) करने लगा।",['service'],['negative']
2607,गर्म muggy के दिन sangria बहुत स्वादिष्ट और अच्छा था।,['food'],['positive']
3217,"Quite frankly, यह कुछ सबसे खराब sushi है जो मैंने कभी try किया है।",['food'],['negative']
1973,"कुल मिलाकर price tag बहुत बहुत expensive था, जो मैंने expect किया था।",['price'],['negative']
2479,हमने Bread Bar में January restaurant week में दौरा किया और menu selections व service से बहुत खुश थे।,"['food', 'service']","['positive', 'positive']"
1374,मैं इस में restaurant दो बार जा चुका हूँ।,['anecdotes/miscellaneous'],['neutral']
2222,वहाँ गया और विभिन्न seafood dishes के combination और appetizers को रखा।,['food'],['neutral']
2786,यह place casual date या कुछ certain clients के lunch के लिए उत्तम है।,['anecdotes/miscellaneous'],['positive']
773,हमें सभी को एक apology प्राप्त हुआ क्योंकि हमने अपने' show को without dinner देखना छोड़ दिया था।,['service'],['negative']
368,मेरे बगल के table ने कहा कि जब यह grapes को खुद  finally आए हुए  bottle of wine के लंबे overdue से crushed करता है।,['service'],['negative']
366,हम अपने waiter's eye से पकड़ नहीं पाए और उसने हमें ignore कर दिया।,['service'],['negative']
1270,सादा और सरल यह bad thai food है।,['food'],['negative']
3664,वाकई skip करने वाला restaurant नहीं!,['anecdotes/miscellaneous'],['positive']
9,"Waitress, actually में waitressing करने की तुलना में good दिखने के लिए more concerned लगती है।",['service'],['negative']
1933,मेरे fiance's का 30वें surprise birthday dinner यहाँ खुशनुमा नहीं हो सका।,['anecdotes/miscellaneous'],['positive']
2512,"अच्छा music, बढ़िया food, speedy service सस्ती prices.","['food', 'service', 'ambience', 'price']","['positive', 'positive', 'positive', 'positive']"
1749,"थोड़ा सा wait, लेकिन मेरी expectation से कम था।",['anecdotes/miscellaneous'],['conflict']
3441,Lobster sandwich $24 का है और हालांकि यह अच्छा था लेकिन यह उसके price के अनुसार warrant नहीं था।,"['price', 'food']","['negative', 'conflict']"
3260,हो सकता है कि owner के चेहरे पर always smile हो और आपको warmly greet करेगा।,['service'],['positive']
76,मैंने सिर्फ mocaramel's की review पढ़ी और जवाब देने के लिए compelled feel किया।,['anecdotes/miscellaneous'],['neutral']
2315,"बड़ा place नहीं, लेकिन cute और cozy है।",['ambience'],['conflict']
344,People के crowds से मूर्ख मत बनो।,['anecdotes/miscellaneous'],['negative']
2299,"आप सभी lazy folks के लिए जो Alphabet City में नहीं आना चाहते हैं, मैं  कहूँगा, good - बाहर रहें।",['anecdotes/miscellaneous'],['neutral']
2128,इसे sushi और service के शानदार value के लिए अत्यधिक recommend किया गया।,"['food', 'service', 'price']","['positive', 'positive', 'positive']"
2835,यह place एक group द्वारा served किए जाने से इतना better होगा कि वास्तव में customer service को समझा जा सकेगा।,['service'],['negative']
1672,Food कमाल है - पक्का striped bass आज़माया है।,['food'],['positive']
2494,Tuk Tuk पड़ोस में मेरा पसंदीदा दूसरा Thai place है।,['anecdotes/miscellaneous'],['positive']
1567,इस place पर बहुत fun है।,['anecdotes/miscellaneous'],['positive']
2806,"एक Japanese native के रूप में, मैं 8 years से Tristate area में रहता हूं, लेकिन मैं आज इस place पर बहुत amazed था।",['anecdotes/miscellaneous'],['positive']
3142,"आपको यह idea लगाने के लिए कि हमने इसे कितना अच्छा समझा था, हमने Ping के three weekends को एक row में end up किया !!!",['anecdotes/miscellaneous'],['positive']
1884,"Menu एक burger के range से लेकर selection के साथ steak, escargot तक मज़ेदार था।",['food'],['positive']
78,"सालों से host, Vittorio और उसके crew ने हमेशा मुझे family की तरह treat किया है - हालांकि सभी business के साथ यह इतना little gem नहीं, यह amazing है लेकिन-लगातार visitors को याद रखने में सक्षम नहीं है।",['service'],['positive']
3641,आप इस place पर wrong नहीं चल सकते हैं।,['anecdotes/miscellaneous'],['positive']
1707,यह place पुराने friends के साथ घूमने के लिए है और late होने पर raucus dinner के लिए है।,['anecdotes/miscellaneous'],['positive']
1548,"Food भयानक है और कुल मिलाकर, मुझे हर cost पर avoid करना होगा।",['food'],['negative']
2107,"मैं इस monster sushi के लिए दो बार गया हूं, एक कई times 46 वें st,में 23 वें पर।",['anecdotes/miscellaneous'],['neutral']
3116,"Waitstaff जागरूक, polite और सहियोगी - ऐसे पास quarters में एक प्रभावी feet है।",['service'],['positive']
