id,text,aspect_category_now,ac_polarity
505,"isase acchA hai ki, ve jAnate haiM ki French classics ko Setak au Poivre aura Onglet ko kaise binA jalAe death taka ise overcooking kara diyA jAe|",['food'],['positive']
828,"hAlAMki maiMne dinner ke lie night meM 3 baje Dinnerbroker ke mAdhyama se reservation kiyA thA, hama sabase acche view ke pAsa table para seated the!","['anecdotes/miscellaneous', 'ambience']","['positive', 'positive']"
2282,Apa fellas loga kahate haiM ki yaha town kA best Taiwanese restaurant hai|,['anecdotes/miscellaneous'],['neutral']
1929,"Food delicious thA (mere pAsa halibut special thA, mere husband ke pAsa steak thA), aura service ucca koTI kA thA|","['Food', 'service']","['positive', 'positive']"
2797,yahI kevala eka place hai jahAM Apa yummy authentic japanese comfort food khA sakate haiM|,['food'],['positive']
2125,"bahuta bar3e aura tAz2e pieces of sushi, aura svAdiSTa!",['food'],['positive']
3371,jabaki pasta bhI yahA~ delicious hai (New York pizza restaurants meM yaha durlabha) hai|,['food'],['positive']
1481,"Ingredients taste ko fresh karatA hai, crust patalI aura crispy hotI hai, slice kama oily hai, aura yaha kabhI bhI burnt nahIM hotI jaise kabhI-kabhI Joe's kI hotI hai|",['food'],['positive']
715,"hamane menu ke Thai section se kucha beef aura noodle soup dishes maMgavAe, lekina hameMne aisA kucha bhI nahIM pAyA jo Thai kA ho|",['food'],['negative']
939,Food pramANika thA|,['food'],['positive']
623,yaha greenewich village meM located hai|,['anecdotes/miscellaneous'],['neutral']
124,vahAM kA food sastifying hai|,['food'],['positive']
760,"Asian fusion ke lie, downtown ke kaI places city se Age haiM|",['anecdotes/miscellaneous'],['neutral']
3513,"Service poor thI, restaurant poorly lit kie gaye the, staff bahuta attentive nahIM the aura maiMne zAyada hI Mcdonald's ke aise joint meM khAyA hogA|","['service', 'ambience']","['negative', 'negative']"
2163,New York meM hamArA first time thA aura hameM eka New York Bagel ko Az2amA liyA thA|,['anecdotes/miscellaneous'],['neutral']
3443,Service kamAla kI vinamra  thI|,['service'],['positive']
1667,maiMne kucha previews reviews paढ़e haiM - people yA to New Yorkers nahIM haiM yA phira ambience ke lie food ko adhika appreciate karate haiM|,['anecdotes/miscellaneous'],['neutral']
426,"Toons ko recently redone kiyA gayA hai, isalie yaha aba eka bahuta hI attractive space hai|",['ambience'],['positive']
2651,"hama dinner ke lie eka impressive past se impress hone kI expection rakhe the - lekina, yaha basa PAST hai!",['anecdotes/miscellaneous'],['negative']
2848,"Menu Prix Fixe hai, isalie kama se kama $60 per person spent karane ke lie taiyAra raheM, lekina yaha superb food ke lie Well worth hai|","['price', 'food']","['negative', 'positive']"
3417,"jabaki nae restaurant meM abhI bhI usI features ke sAtha classical furniture haiM jo Tiffin ko itanA attractive banAte haiM, menu ko overhauled banAyA gayA hai|","['anecdotes/miscellaneous', 'ambience', 'food']","['neutral', 'positive', 'negative']"
2532,ApakA money easily kahIM aura better spent kiyA jA sakatA hai (kahIM bhI)|,['anecdotes/miscellaneous'],['negative']
1953,apanI appetites ko baढ़Ao|,['anecdotes/miscellaneous'],['neutral']
597,"Seriously, yaha place ass ko kick karatA hai|",['anecdotes/miscellaneous'],['positive']
594,"Food decent aura acchA hai, aura ambience, acchI taraha se, opinion kI bAta hai, kucha ise eka sweet thing mAna sakate haiM, maiMne socA ki yaha sirpha annoying thA|","['food', 'ambience']","['neutral', 'conflict']"
2871,"Leon eka East Village gem : casual lekina hip hai, acchI taraha se taiyAra basic French bistro fare, acche specials, eka warm aura lively atmosphere ke sAtha hai|","['food', 'ambience']","['positive', 'positive']"
1935,"Shockingly yahAM eka group dinner denA AsAna hai: simple contract, kevala hama sabhI 20 ke group ke lie 2nd fl mezz kI date hold karane ke lie deposit kareM|",['anecdotes/miscellaneous'],['positive']
1665,Drinks ke priced kA baढ़nA|,['price'],['negative']
2432,Place ke nIce mukhya downside meM nazi jaisA dikhane vAlA guy hai jo lagAtAra noise level ke bAre meM complain karatA hai|,['service'],['negative']
2230,jo mujhe pasaMda nahIM thA vo food kaise order kara diyA gayA thA|,['food'],['negative']
2381,"lekina WARNING: isa site kA upayoga karane vAle sabhI ghabarAe, recommendations se ghabarAe hue hai|",['anecdotes/miscellaneous'],['negative']
3630,"kSamA kareM, maiM ise aura better rate nahIM kara sakatA|",['anecdotes/miscellaneous'],['neutral']
2070,"adhika mahatvapUrNa, food zAnadAra hai|",['food'],['positive']
2671,"acche roofdeck, kucha 30 kA acchA group hai, lekina kaI music, quiet prakAra ke hai|",['ambience'],['conflict']
3571,"Food best se mediocre thA, lekina yaha horrible service thI jisane mujhe kabhI vApasa nA jAne kI vow dilavAyI|","['food', 'service']","['neutral', 'negative']"
2906,bajAya mujhe eka ice cold beer kA  order diyA jo mujhe indian ke sAtha kAma karane detA hai|,['anecdotes/miscellaneous'],['neutral']
3048,"ve kabhI bhI hamAre lie complimentary noodles nahIM lAe,  bAra-bAra sugar lAne ke requests ko ignore kara diyA aura hamAre dishes ko table para rakha diyA|",['service'],['negative']
1322,sabase acchA Chicken Tikka Masala.,['food'],['positive']
2089,"zAnadAra dumplings amid clean, chic decor ke sAtha parosI gaI|","['food', 'ambience']","['positive', 'positive']"
3697,"Corned beef aura pastrami unakI tulanA meM zAnadAra, bahuta kama fatty hai jo Times Square ke AsapAsa ke bar3e tourist places para milate haiM|",['food'],['positive']
1328,"isake alAvA, hostess ne Aja hameM thank kahane ke lie call kiyA aura mention kiyA ki kaise usane hope kI ki merI girlfriend ne apane birthday ko enjoy kiyA - unexpected, lekina vAstava meM above aura beyond karane ko bahuta kucha...",['service'],['positive']
321,isa place kI talAza meM AyA kyoMki maiMne good things sunIM|,['anecdotes/miscellaneous'],['neutral']
249,maiM street para rahatA hUM yaha place on hai|,['anecdotes/miscellaneous'],['neutral']
3220,yahA~ bhI nakalI fish tanks kA...,['ambience'],['negative']
2799,aura Apa prices ko beat nahIM kara sakate|,['price'],['positive']
497,NYC jAkara aisA lagA ki maiM original deli ko Az2amAnA cAhatA thA|,['anecdotes/miscellaneous'],['neutral']
2054,sabase pahale Dal Bukhara kA kamAla dekhiye|,['anecdotes/miscellaneous'],['positive']
189,"Soft bread meM sabakucha, soggy salad, aura 50 minutes wait time, eka incredibly rude service ke sAtha ausata se kama food dene ke lie|","['food', 'service']","['negative', 'negative']"
365,"(Food eka busboy, nA ki waiter dvArA delivered kiyA gayA thA) hameM pasta ke lie koI cheese offer nahIM kiyA gayA thA, hamAre water and wine glasses khAlI raha gae hamAre meal, wine para jaba hamane 20$ kharca kiye|",['service'],['negative']
261,maiM yahA~ defiantly vApasa AU~gA jaisA ki yaha merA top choices hai|,['anecdotes/miscellaneous'],['positive']
2366,hama meM se eka ko actually expresso pasaMda AyA - basa itanA hI hai|,['food'],['conflict']
2331,hara koI usake choices se kAphI happy thA|,['service'],['positive']
799,"Food basa ThIka thA, maiM kabhI vApasa nahIM jAUMgA|","['Food', 'anecdotes/miscellaneous']","['neutral', 'negative']"
3392,maiM thai popcorn ko recommend karatA hU~ :),['food'],['positive']
741,Tuna aura wasabe potatoes utkRSTa haiM|,['food'],['positive']
775,kevala disappointment thI coat check girls ko yaha lagatA nahIM thA ki relatively non-busy night meM eka customer (coat check girls ke sAtha) kyA kara rahA hai|,['service'],['negative']
896,ummmma...beer cold thI|,['food'],['positive']
3253,"eka aisA restaurant khojanA acchA hai jahAM owners ke pAsa kucha imagination ho aura jise actually isa case meM pulled it off, kiyA gayA ho|",['anecdotes/miscellaneous'],['positive']
3139,"jahAM anya Chinatown restaurants meM tanks ke murky waters meM apane sad-looking marine life kA eka lurking myriad ko display kiyA hai, Ping's ke tanks meM glass jaise clear healthy-looking creatures jinako abhI bhI nahIM patA hai ki ve kisI dim sum lover's ke brunch kA part bana jAe~ge|","['food', 'ambience']","['positive', 'positive']"
3650,"jaba usane finally kara diyA, vaha gin and tonic nahIM banA sakA--tonic nahIM pA sakA|",['service'],['negative']
1188,"Food bar3hiyA hai, service ThIka hai|","['food', 'service']","['positive', 'neutral']"
1843,Establishment presentation aura style meM adhika point score karatA hai|,['ambience'],['positive']
1873,maiMne smoked salmon and roe appetizer kA order diyA aura yaha flavor se dUra thA|,['food'],['negative']
1600,"Fresh tomato sauce, fresh mozz cheese, basil aura dough jo ve imported flour ke sAtha banAte haiM, yaha NY meM acche pizza's meM se eka hai|",['food'],['positive']
159,Food bahuta appetizing aura delicious laga rahA thA jaba taka yaha fancy plates ke variety meM AyA thA|,['food'],['positive']
3305,mere pAsa garlic mash with Filet Mignon thA|,['food'],['neutral']
209,Date ke lie zAnadAra romantic place (pAsa baiThane aura thor3I privacy ke lie corner booth table).,['ambience'],['positive']
3573,anya people wait kara rahe haiM!,['service'],['neutral']
1487,"Sauce on the pizza, garlic, aura fresh tomatoes ke sAtha sooo good lagatI hai aura ve skimp nahIM karate|",['food'],['positive']
109,"maiMne kabhI bhI aisA delicious lamb chop nahIM khAyA, salads vAkaI meM acchI taraha se lemon aura extra virgnin olive oil ke sAtha dressed kie gae the|",['food'],['positive']
2589,"Plain pizza soggy aura kamAla wild mushroom(third generation-Fornini) pizza, hamane truffle oil se middle ko (phira se soggy banAkara) drenched karake khAyA thA aura kucha nahIM|",['food'],['negative']
2355,Octopus khAne vAle Octopus salad se floored kie gae haiM|,['food'],['positive']
2386,yahA~ dim sum servings hai mere upayoga se thor3A bar3A hai|,['food'],['neutral']
1007,ve trays of Dim Sum ko sAtha lekara nahIM calate|,['ambience'],['positive']
1161,"zAnadAra bar, sabase gorgeous bartenders jo Apane kabhI dekhA hai (specifically se blond lady)|",['service'],['positive']
3405,mujhe really meM different aura innovated touch pasaMda thA jo chef food ko dete haiM|,['food'],['positive']
1000,"Food acchA hai, especially unake adhika basic dishes, aura drinks zAnadAra hai|",['food'],['positive']
1429,Sauce watery thA aura food meM jyAdA flavor nahIM thA|,['food'],['negative']
1855,mere husband aura maiM Sangria ko enjoy karate haiM|,['food'],['positive']
579,hama donoM ne pasta dish kA option cunA aura use timely aura tAz2A served kiyA gayA thA|,"['service', 'food']","['positive', 'positive']"
779,"Reservations kareM, lekina 15-20 minutes taka delay kI saMbhAvanA hai kyoMki hosting staff ko reservation vAle guests ke seating meM problem ho rahI thI kyoMki zAyada Time Square ke pAsa bahuta se walk ins the|",['service'],['conflict']
1386,"Food ke dazzling flavors se plate bhara jAtA hai, sacce prAmANika Thai cuisine kI suMdaratA ko gale lagAtA hai|",['food'],['positive']
1991,"Production symphony hai, bahuta se fun ko anubhava karanA hai| food adhikatara part ke lie sublime hai|","['food', 'anecdotes/miscellaneous']","['positive', 'positive']"
1671,yadi Apake pAsa koI reservation hai to Apa max 5 minutes taka wait kareMge - isalie bar meM eka drink leM|,['service'],['positive']
2795,Upara ke intermediate range meM priced hai|,['price'],['negative']
529,Food zAnadAra hai aura unake pAsa reasonable prices para selecion of wines acchA hai|,"['food', 'price']","['positive', 'positive']"
991,"Location ke lie, prices bahuta hI reasionable haiM|",['price'],['positive']
1869,jaba mujhe kisI show se jaldI nahIM jAnA hai to maiM kucha anya menu items ko return aura try karanA cAhUMgA|,['food'],['positive']
82,"bahuta romantic fires - maiMne literally Lanterna meM ghaMToM bitAe haiM, vahA~ ke extensive wine se wine ko pIte aura ambience ko enjoy kara rahA hU~|","['food', 'ambience']","['positive', 'positive']"
2693,maiM meatballs aura caprese salad kI pezakaza karatA hUM aura meal ke lie beans on toast eka zAnadAra start thA!,['food'],['positive']
772,Reality meM (potential diners ko maximize karane ke lie) ve abhI bhI phone reservations kara rahe the aura lobby meM waiting logoM ke lie tables ko reallocate kara rahe the|,['service'],['negative']
3676,"Wine hamezA acchI hotI hai, tapas hamezA yummy hotI hai, khAsakara warm pita bread ke sAtha|",['food'],['positive']
2003,Dinner binA kisI derI ke almost 4 hours laga gae|,['anecdotes/miscellaneous'],['negative']
1041,Restaurent meM people thor3e obnoxious aura loud the|,['ambience'],['negative']
276,"hameM enthusiastic staff khAsakara manager Tony Gaskin dvArA attend kiyA gayA, jinhoMne hameM menu selections ke lie zAnadAra suggestions die|",['service'],['positive']
1879,"yaha dinner time meM aura aksara noisy, crowded bar meM aMdara jAne aura table ke lie waiting se bacAtA hai|",['anecdotes/miscellaneous'],['conflict']
1945,"yadi Apa eka casual neighborhood bistro cAhate haiM jisameM bahuta acchA food aura excellent service ho, to yahI vo place hai|","['food', 'service']","['positive', 'positive']"
859,"isa daurAna, hamArI bottle qhatma karane ke bAda bartender ne apane reserve se champagne DAlanA jArI rakhA aura hamane turnip soup with pureed basil kA AnaMda liyA|","['food', 'service']","['positive', 'positive']"
3239,"kyoMki hamAre pAsa reservation nahIM thA, hama kevala back garden meM baiTha sakate the, lekina yahA~ eka great, secluded aura perfect nice weather meM thA|",['ambience'],['positive']
2808,"Signs, specials menus, Food aura yahAM taka ​​ke sabhI waitstaff pUrI taraha se Japanese haiM|","['food', 'service', 'ambience']","['positive', 'positive', 'positive']"
845,Dining room binA kisI music kI cillAhaTa ke quietly elegant -- kitanA refreshing hai|,['ambience'],['positive']
1327,Menu meM seafood lovers ke lie jyAdA variety of dishes aura unheM taiyAra karane ke lie kaI tarIke se banate the|,['food'],['positive']
1779,Owner aura staff sabhI Japanese hone ke sAtha hI pUre ambiance se jur3e hue haiM|,['ambience'],['positive']
2141,"Crunchy tuna ko try kareM, yaha kamAla kA hai|",['food'],['positive']
466,Bruscetta eka bahuta bar3A soggy hai lekina acche mix of greens (na ki iceberg) ke sAtha fresh salads aura sabhI dishes lagAtAra serve kie jA rahe the|,['food'],['conflict']
3193,"service ThIka hai,lekina kucha logoM ko vaha nahIM milA what they asked for.",['service'],['conflict']
2766,"Food svAdiSTa hai - specials se regular menu-fare taka, dishes ne kabhI disappoint nahIM kiye haiM|",['food'],['positive']
134,Food quickly aura efficiently taiyAra kiyA gayA hai|,['food'],['positive']
942,Prices wonderfully tarIke se kama haiM|,['price'],['positive']
53,"Bar food kI tulanA meM sAmAnya se bahuta adhika, apane hand-crafted beers ke sample lete hue menu ko enjoy karane ke lie vahAM jAeM|",['food'],['positive']
487,Pickles eka zAnadAra addition thA|,['food'],['positive']
1191,Chef aura waitress kA knowledge average se kama hai|,"['service', 'food']","['negative', 'negative']"
612,Drink ke lie bahuta great place hai kyoMki unake pAsa 100 kinds of beer haiM|,['food'],['positive']
1166,"maiM isa place para pUrI taraha se hooked hUM, yaha ridiculous hai|",['anecdotes/miscellaneous'],['positive']
1922,"jarUrata se kama space grant kI gayI, largest restaurants meM milane vAlI yaha best service hai|","['service', 'ambience']","['positive', 'negative']"
1830,"hAlAMki no-class Famous Ray's dvArA nikAle jAne ke bAda bhI, Sal ne apane pitA ke legacies ko smile ke sAtha khar3A kiyA, usake community ke lie true love, aura usake Outstanding Pizza ko na bhUleM! ",['food'],['positive']
1408,balki yaha anya kI tulanA meM eka cramped aura busy restaurant hai aura yaha early close ho jAtA hai|,['ambience'],['negative']
2521,"Environment romantic hai, lekina food horrible hai, service pathetic hai, aura gabriella sabake bAre meM jhUTha kahatI hai|","['food', 'service', 'ambience']","['negative', 'negative', 'positive']"
1918,"hamane crawfish boiled khAyA aura kisI mess ke bAvajUda, yaha majedAra aura quite tasty bhI thA|",['food'],['positive']
141,yaha dish merI favorite hai aura jaba bhI maiM vahA~ jAtA hU~ yaha mujhe always milatI hai aura kabhI isase tired nahIM hotA hU~|,['food'],['positive']
1785,"yaha eka regular roll ko eka inside-out roll meM badalane ke lie $2 extra cost lagatA hai, lekina yaha roll size meM triples se adhika hotA hai, aura vaha kevala rice ke lie nahIM hai|","['food', 'price']","['neutral', 'negative']"
406,"yaha mere little mouth meM perfect consistency ke sAtha melt ho gayA aura yaha bahuta fishy, creamy aura slightly buttery bhI nahIM thA|",['food'],['positive']
1853,mere pAsa salmon dish thA aura jabaki yaha paid kie gae price ke lie acchA thA maiMne isameM kucha type ke flavor soce the|,['food'],['conflict']
2445,Bill binA drinks ke 2 lunch ke lie lagabhaga $25 kI rahI hai|,['price'],['neutral']
2363,Fish jyAdA pakA thA|,['food'],['negative']
3234,hama prix fixe meM Monday ko jAte rahe haiM aura Blue Ribbon meM food ke sAtha hamArA experience comparable rahA hai|,['food'],['neutral']
2578,apanA create karane ke lie 100 se adhika different choices.,['food'],['positive']
2193,lekina thai definitely great nahIM hai - bland aura indistinguished.,['food'],['negative']
2208,"kahane kI AvazyakatA nahIM, maiM kabhI vApasa nahIM jA rahA hUM aura Apako bhI wary honA cAhie|",['anecdotes/miscellaneous'],['negative']
162,kucha drinks aura appetizers lekara friend aura usakI girlfriend ke sAtha double date para gayA|,['anecdotes/miscellaneous'],['neutral']
3530,"yaha aisA hai jaise unhone bacA huA chicken liyA, oil DAlA aura usa para pepper powder sprinkle kiyA (sauce translucent aura lAla thA)|",['food'],['negative']
951,"kisI ne socA ki hameM apology yA complimentary drinks milegA - bajAya isake, hameM eka snobby waiter milA jisane 15 minaTa taka hamArA order bhI nahIM liyA aura jaba hamane use aisA karane ke lie kahA to usane hameM lip diyA|",['service'],['negative']
1015,kucha healthy drinks aura desserts ko sAtha lekara apane friends ke sAtha hang ke lie eka masta place hai|,"['food', 'ambience']","['positive', 'positive']"
52,"koI dress codes nahIM, koI attitudes nahIM, bahuta jyAdA comfort companionship hai, hamezA busy Midtown meM relax karane ke lie eka zAnadAra place hai|",['ambience'],['positive']
256,"Okay-maiM oily part ko mind nahIM karatA (kyoMki adhikatara yaha usI taraha se cooked hotA hai), lekina yaha kAphI bland thA|",['food'],['negative']
3499,jabaki wines by the glass paryApta nahIM|,['food'],['negative']
2586,mujhe lagatA hai ki locals isa place ko bahuta high rate karate haiM|,['anecdotes/miscellaneous'],['neutral']
656,yaha unake lie must hai jo Shabu-Shabu ko love karate haiM|,['food'],['positive']
1713,thor3A crowded aura thor3A overpriced hone ke alAvA eka atmosphere energy se bharA huA (aura bilakula beautiful people) aura food surprising acchA kara rahA thA!,"['food', 'ambience', 'price']","['positive', 'conflict', 'negative']"
549,hama Valentines para Ino gae|,['anecdotes/miscellaneous'],['neutral']
1120,"maiMne tamarind duck aura merI wife ne noodles with ground beef kA order diyA, aura hama donoM Thai flavors dishes ke banane ke tarIke se bahuta khuza the|",['food'],['positive']
1670,"hA~, agara Apake pAsa reservations nahIM hai to wait karanA para sakatA hai|",['service'],['negative']
2053,"kula milAkara A oh ya, hAlAMki vahA~ waiting deff lAyaka hai|","['anecdotes/miscellaneous', 'service']","['positive', 'negative']"
3316,yaha lava cake dessert kamAla kA thA aura maiMne ise recommend kiyA|,['food'],['positive']
1110,"aura Kruno kA, beverage manager jo best bartender hai usase mujhe abhI milanA hai|",['service'],['positive']
227,Mommy ke sAtha jAne vAlA (person jo kevala mujhe yahAM se le jAnA afford kara sakatA thA)|,['anecdotes/miscellaneous'],['neutral']
2978,"Friends ko place recommend kI hai, hamezA acchA response milatA hai|",['anecdotes/miscellaneous'],['positive']
1531,ise better tarIke se handle kiyA jA sakatA thA|,['anecdotes/miscellaneous'],['negative']
603,Service caukasa thI aura usake menu items ke suggestions sahI the|,['service'],['positive']
3244,"isalie, maiM vAstava meM kabhI bhI M proper nahIM gayA, lekina maiMne kucha times delivered karake khAyA hai|",['anecdotes/miscellaneous'],['neutral']
1478,"sabhI 5 nae avenue restaurants meM se, yaha eka offers aba taka values for your money ke lie best rahA hai|",['price'],['positive']
1554,"eka narrow corridor choTe space ko lead karatA hai jahAM tIna choTe safeda tiled counters, mess kI eka great deal (bottles kI stacks, cans) aura 12-14 entrees vAlI eka small counter ko darzAtI hai|",['ambience'],['negative']
1928,hama bahuta hI pleasantly surprised hue|,['anecdotes/miscellaneous'],['positive']
2377,"Food just bhayAnaka thA, vAstava meM ATROCIOUS|",['food'],['negative']
338,"Soy sauce aura water, soup for the udon the|",['food'],['negative']
1630,"Anti-pasta excellent thA, especially calamari, jaisA ki filling pasta mains the| ",['food'],['positive']
3102,Drinks amazing hai aura 8pm taka AdhA khatma ho gayA|,"['food', 'price']","['positive', 'positive']"
984,maiM nha trang vAstava meM beef cubes ke lie sau bAra A cukA hU~- ve itane acche hai|,['food'],['positive']
1969,"Service, wine selection, ambiance saba kamAla kA hai aura recognition deserve karatA hai|","['food', 'service', 'ambience']","['positive', 'positive', 'positive']"
1104,mere pAsa brunch ke lie eggs benedict thA jo mere pUre life meM sabase worst thA maiMne hollondaise sauce ko pUrI taraha se haTAne kI koziza kiyA jo itanA fail huA thA|,['food'],['negative']
2563,"maiM near-by meM work karatA hU~, aura unake neighborhood meM sabase acchA oatmeal milatA hai- packaged aura quick-cooked item kA nahIM|",['food'],['positive']
2417,"mujhe kahanA par3egA, yaha Bengali Fast Food joint spaSTa rUpa se merA pasaMdIdA hai|",['anecdotes/miscellaneous'],['positive']
2084,"Dim sum ThIka hai lekina vaha fresh taste nahIM hai, aura little dishes bhApa se garma nahIM dikhate haiM kyoMki unheM (yahAM Chinese kI lack bhI noTa karanI cAhie)|",['food'],['negative']
1820,"Prima facie se isa place ko judge na kareM, Apako believe karane ke lie try karanA hogA, literate heart ke lie home ke bAhara home hai|",['anecdotes/miscellaneous'],['positive']
38,"vaha man jo party ko host kara rahA thA, 7 meM se 1 table hamAre party ke lie save karane kA promise kiyA thA, phira usI table para 2 ke party ko sat karake vaha save (ke daurAna donoM pUrA khula jAte the) karane lagA|",['service'],['negative']
2607,garma muggy ke dina sangria bahuta svAdiSTa aura acchA thA|,['food'],['positive']
3217,"Quite frankly, yaha kucha sabase kharAba sushi hai jo maiMne kabhI try kiyA hai|",['food'],['negative']
1973,"kula milAkara price tag bahuta bahuta expensive thA, jo maiMne expect kiyA thA|",['price'],['negative']
2479,hamane Bread Bar meM January restaurant week meM daurA kiyA aura menu selections va service se bahuta khuza the|,"['food', 'service']","['positive', 'positive']"
1374,maiM isa meM restaurant do bAra jA cukA hU~|,['anecdotes/miscellaneous'],['neutral']
2222,vahA~ gayA aura vibhinna seafood dishes ke combination aura appetizers ko rakhA|,['food'],['neutral']
2786,yaha place casual date yA kucha certain clients ke lunch ke lie uttama hai|,['anecdotes/miscellaneous'],['positive']
773,hameM sabhI ko eka apology prApta huA kyoMki hamane apane' show ko without dinner dekhanA chor3a diyA thA|,['service'],['negative']
368,mere bagala ke table ne kahA ki jaba yaha grapes ko khuda  finally Ae hue  bottle of wine ke laMbe overdue se crushed karatA hai|,['service'],['negative']
366,hama apane waiter's eye se pakar3a nahIM pAe aura usane hameM ignore kara diyA|,['service'],['negative']
1270,sAdA aura sarala yaha bad thai food hai|,['food'],['negative']
3664,vAkaI skip karane vAlA restaurant nahIM!,['anecdotes/miscellaneous'],['positive']
9,"Waitress, actually meM waitressing karane kI tulanA meM good dikhane ke lie more concerned lagatI hai|",['service'],['negative']
1933,mere fiance's kA 30veM surprise birthday dinner yahA~ khuzanumA nahIM ho sakA|,['anecdotes/miscellaneous'],['positive']
2512,"acchA music, baढ़iyA food, speedy service sastI prices.","['food', 'service', 'ambience', 'price']","['positive', 'positive', 'positive', 'positive']"
1749,"thor3A sA wait, lekina merI expectation se kama thA|",['anecdotes/miscellaneous'],['conflict']
3441,Lobster sandwich $24 kA hai aura hAlAMki yaha acchA thA lekina yaha usake price ke anusAra warrant nahIM thA|,"['price', 'food']","['negative', 'conflict']"
3260,ho sakatA hai ki owner ke cehare para always smile ho aura Apako warmly greet karegA|,['service'],['positive']
76,maiMne sirpha mocaramel's kI review par3hI aura javAba dene ke lie compelled feel kiyA|,['anecdotes/miscellaneous'],['neutral']
2315,"bar3A place nahIM, lekina cute aura cozy hai|",['ambience'],['conflict']
344,People ke crowds se mUrkha mata bano|,['anecdotes/miscellaneous'],['negative']
2299,"Apa sabhI lazy folks ke lie jo Alphabet City meM nahIM AnA cAhate haiM, maiM  kahU~gA, good - bAhara raheM|",['anecdotes/miscellaneous'],['neutral']
2128,ise sushi aura service ke zAnadAra value ke lie atyadhika recommend kiyA gayA|,"['food', 'service', 'price']","['positive', 'positive', 'positive']"
2835,yaha place eka group dvArA served kie jAne se itanA better hogA ki vAstava meM customer service ko samajhA jA sakegA|,['service'],['negative']
1672,Food kamAla hai - pakkA striped bass Az2amAyA hai|,['food'],['positive']
2494,Tuk Tuk par3osa meM merA pasaMdIdA dUsarA Thai place hai|,['anecdotes/miscellaneous'],['positive']
1567,isa place para bahuta fun hai|,['anecdotes/miscellaneous'],['positive']
2806,"eka Japanese native ke rUpa meM, maiM 8 years se Tristate area meM rahatA hUM, lekina maiM Aja isa place para bahuta amazed thA|",['anecdotes/miscellaneous'],['positive']
3142,"Apako yaha idea lagAne ke lie ki hamane ise kitanA acchA samajhA thA, hamane Ping ke three weekends ko eka row meM end up kiyA !!!",['anecdotes/miscellaneous'],['positive']
